"","group_name","subcategory","item","item_description"
"159","Armor","Helms","Looking Glass Helm","""Mask worn by the Looking Glass Knight. Made of metal, but has high lightning defense."
"160","Armor","Helms","Mad Warrior Mask","""King Vendrick called upon powers from beyond his borders in an attempt to stave off the curse. Perhaps they belonged to one of his guests."""
"161","Armor","Helms","Manikin Mask","""Mask of the Manikins of Harvest Valley. A fickle queen gave them life, and tore off their faces. How else could she forgive those who dared gaze upon her?"""
"162","Armor","Helms","Mastodon Helm","""Helm worn by the Primal Knights of Drangleic castle."
"163","Armor","Helms","Monastery Headcloth","""A traditional sacred headcloth/longshirt/gloves/skirt crafted at Lindelt Monastery. Made of lightweight, flowing white fabric.The ceremonial design suggests that they revered whatever it was they watched over."""
"164","Armor","Helms","Moon Butterfly Hat","""Hat made from wings of the rare moon butterfly. Poisons those who approach its wearer."""
"165","Armor","Helms","Nahr Alma Hood","""Armor worn by Titchy Gren."
"166","Armor","Helms","Old Knight Helm","""Old undated Helm."
"167","Armor","Helms","Peasant Hat","""Attire commonly worn by peasants."
"168","Armor","Helms","Penal Mask","""Mask of the Lost Sinner. The spikes pointing inward suggest that this was not only used to blind prisoners, but to torture them as well."
"169","Armor","Helms","Priestess Headpiece","""The clerics of Drangleic have retained their status throughout the ages, but were always at arms length from the royal family, as if their existence was little more than a formality."""
"170","Armor","Helms","Prisoner's Hood","""Rags worn by imprisoned Hollows. This appears to have been worn on the head."
"171","Armor","Helms","Pharros Mask","""A mask depicting Pharros' contraption. Tears flow from the eyes of this mask, drenching its wearer."
"172","Armor","Helms","Rogue Hood","""Hood worn by Hollowed thieves.The hood is primarily intended to hide the face of the wearer, and is of no practical value as defensive gear.Despite their crude appearance, this/these armor/gauntlets/leggings is surprisingly sturdy."""
"173","Armor","Helms","Royal Soldier Helm","""Royal Drangleic soldier helm. Equipment crafted by the royal blacksmith. Finely polished and ready for battle."""
"174","Armor","Helms","Royal Swordsman Helm","""Helmet of a royal swordsman. Its shape provides defense while allowing great mobility. Stripped of ornamentation, this particular helm/armor is designed strictly for battle."
"175","Armor","Helms","Ruin Helm","""Helm worn by the jailer's creation, the Ruin Sentinel.The sentinel has no form, its soul residing within the armor itself. Stare at it for long and it seems ready to spring to life, but surely, such is an illusion."""
"176","Armor","Helms","Rusted Mastodon Helm","""Helm worn by the Primal Knights of Drangleic castle. Durability is low due to rusting.Its weight would normally crush a man, but to the brutish Primal Knights it may as well be made of papyrus."""
"177","Armor","Helms","Saint's Hood","""Hood worn by miracle-casting clerics. Grants slight increase to spell uses. Belonged to Licia of Lindelt."
"178","Armor","Helms","Shadow Mask","""Used to hide in the cover of night. Those who are especially adept assassins are often hired as bodyguards."
"179","Armor","Helms","Smelter Demon Helm","""Helm of the Smelter Demon, a great mass of iron that was given life. High fire defense."
"180","Armor","Helms","Steel Helm","""A relic of an order of knights said to be the mightiest warriors of their time."""
"181","Armor","Helms","Syan's Helm","""Replica of the armor of the loyal knight Syan. This solidly-crafted gear offers high defense."
"182","Armor","Helms","Targray's Helm","""The Blue Sentinels have vowed to uplift themselves from tireless training and selfless adherence to order and justice."""
"183","Armor","Helms","Tattered Cloth Hood","""Hood favored by pyromancers. They appear tattered but in fact the fabric is reinforced with pyromancy.Magic is no show. It is an art that allows mere mortals to glimpse into the very fabric of what is and may be."""
"184","Armor","Helms","Throne Defender Helm","""The Defender has stood by the throne for ages. Will his wait be worth the while?"""
"185","Armor","Helms","Throne Watcher Helm","""Helm worn by the Throne Watcher. Has high magic defense. The Watcher waited by the throne for ages. Will all his waiting ever be rewarded?"""
"186","Armor","Helms","Traveling Merchant Hat","""Hat worn by merchants from Lanafir, where blue represents knowledge. Wearing this increases item discovery."
"187","Armor","Helms","Tseldora Cap","""Outfit worn by settlers of Tseldora. Rather fancy but with low defence and unfit for battle."
"188","Armor","Helms","Varangian Helm",""" Helm worn by Varagians, that terrorized nearby seas. The coastline stretches far Drangleic. Beyond this Northern Sea is an unexplored continent, said to be the home of things inhuman."""
"189","Armor","Helms","Velstadt's Helm","""Helmet worn by the Royal Aegis. Originally imbued with the power of miracles, now soaked with dark after extended exposure in the Undead Crypt."
"190","Armor","Helms","Vengarl's Helm","""Helmet worn by the ferocious Vengarl of Forossa. As Vengarl's helmet suggests, he was not unlike a mad beast on the battlefield."""
"191","Armor","Helms","Wanderer Hood","""A hood for the roving type. Light, sturdy leather made for long journeys."""
"192","Armor","Helms","White Hollow Mage Hood","""Hood worn by Hollowed Drangleic mages.Drangleic mages wore different garb depending on their sex. What function this served, however, is unknown, as with many old practices. This is a men's hood/robe."""
"193","Armor","Helms","White Priest Headpiece","""Traditional Headpiece worn by Drangleic clerics.The clerics of Drangleic were not viewed with particular reverence, and their positions were only preserved as a nod to tradition.It is customary for clerics to wear different garb depending on their sex, but the reason for this practice is unknown. This is a men's headpiece."""
"194","Armor","Helms","Warlock Mask","""Strange mask worn by Aldia warlocks. Grants dark defense, and increased soul acquisition."
"195","Armor","Helms","Xanthous Crown","""This blindingly-bright yellow costume is said to have been worn by Xanthous King."
"196","Armor","Helms","Drakeblood Helm","""Black helm of the Drakeblood Knights, who came from a land long forgotten."
"197","Armor","Chest Pieces","Agdayne's Black Robe","Robes worn by Agdayne of the Undead Crypt. Life itself is suffering; or karma, as some have called it. The embrace of death awaits all things. But does death mean an end to suffering?"
"198","Armor","Chest Pieces","Alonne Captain Armor","Armor Worn by the captain of the Alonne Knights. The accoutrements of the Alonne Knights, who served the Old Iron King, were created with an advanced casting technique. Solid and handsomely crafted, their shine remains brilliant to this day."
"199","Armor","Chest Pieces","Alonne Knight Armor","Armor worn by Alonne Knights. The bonds of the Alonne Knights, who served the Old Iron King, were mightier than the land's iron, but in the end the knights were subsumed by the flames that brought the castle down."
"200","Armor","Chest Pieces","Alva Armor","""Armor worn by Alva the Wayfarer. Light but offers very high defense. Alva crossed many a land in search of a cure for Saint Serreta's sickness, but failed and relinquished his knighthood. Scholar of the First Sin changed to: Light but offer very high defense. Alva crossed many a land in search of a cure for Saint Serreta's sickness, but failed and relinquished his knighthood. Alva was once wracked with guilt and remorse, but rediscovered his purpose in life with the aid of the witch who once plotted against him."""
"201","Armor","Chest Pieces","Archdrake Robes","Robes worn by the Archdrake sect of Lindelt. Though little is actually known about the order, it is said their well-honed miracles and unwavering faith in the face of death made them worthy rivals to Drangleic's forces in their day.""Scholar of the First Sin changed to: ""Little is known about the Archdrake sect and its ancient rituals, and those who dare to indulge their curiosity have been known to simply vanish. The Archdrake sect are the keepers of Lindelt's histories, including the only record of its foundation, a tome they have good reason to keep hidden away."""
